2025-10-28 09:37:00 | likeminded.ca | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 235.08 ms | Cache MISS
2025-10-28 09:37:06 | 51cdngo.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 191.60 ms | Cache MISS
2025-10-28 09:37:06 | 51cdngo.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:06 | 51cdngo.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.55 ms | Cache MISS
2025-10-28 09:37:06 | 51cdngo.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:06 | 51cdngo.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 108.29 ms | Cache MISS
2025-10-28 09:37:06 | 51cdngo.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:07 | simple-health-reports.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.63 ms | Cache MISS
2025-10-28 09:37:07 | simple-health-reports.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:07 | simple-health-reports.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 300.68 ms | Cache MISS
2025-10-28 09:37:07 | simple-health-reports.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:07 | simple-health-reports.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 135.29 ms | Cache MISS
2025-10-28 09:37:07 | simple-health-reports.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:08 | hivelocitymedia.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 201.38 ms | Cache MISS
2025-10-28 09:37:08 | hivelocitymedia.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:08 | hivelocitymedia.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 292.03 ms | Cache MISS
2025-10-28 09:37:08 | hivelocitymedia.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:08 | hivelocitymedia.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 145.70 ms | Cache MISS
2025-10-28 09:37:08 | hivelocitymedia.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:09 | jabeye.org | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 189.56 ms | Cache MISS
2025-10-28 09:37:09 | jabeye.org | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:09 | jabeye.org | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 288.89 ms | Cache MISS
2025-10-28 09:37:09 | jabeye.org | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:09 | jabeye.org | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 117.31 ms | Cache MISS
2025-10-28 09:37:09 | jabeye.org | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:10 | ticketbis.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 211.45 ms | Cache MISS
2025-10-28 09:37:10 | ticketbis.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:10 | ticketbis.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.02 ms | Cache MISS
2025-10-28 09:37:10 | ticketbis.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:10 | ticketbis.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.41 ms | Cache MISS
2025-10-28 09:37:10 | ticketbis.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:11 | cellularfactory.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 200.61 ms | Cache MISS
2025-10-28 09:37:11 | cellularfactory.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:11 | cellularfactory.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.66 ms | Cache MISS
2025-10-28 09:37:11 | cellularfactory.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:11 | cellularfactory.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.90 ms | Cache MISS
2025-10-28 09:37:11 | cellularfactory.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:12 | tsksv.ru | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.77 ms | Cache MISS
2025-10-28 09:37:12 | tsksv.ru | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:12 | tsksv.ru | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 302.45 ms | Cache MISS
2025-10-28 09:37:12 | tsksv.ru | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:12 | tsksv.ru | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.52 ms | Cache MISS
2025-10-28 09:37:12 | tsksv.ru | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:13 | gaybodyblog.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.98 ms | Cache MISS
2025-10-28 09:37:13 | gaybodyblog.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:13 | gaybodyblog.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.98 ms | Cache MISS
2025-10-28 09:37:13 | gaybodyblog.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:13 | gaybodyblog.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 135.45 ms | Cache MISS
2025-10-28 09:37:13 | gaybodyblog.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:14 | datadikdki.net | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.94 ms | Cache MISS
2025-10-28 09:37:14 | datadikdki.net | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:14 | datadikdki.net | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 292.04 ms | Cache MISS
2025-10-28 09:37:14 | datadikdki.net | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:14 | datadikdki.net | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.79 ms | Cache MISS
2025-10-28 09:37:14 | datadikdki.net | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:15 | mumphi.de | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 189.49 ms | Cache MISS
2025-10-28 09:37:15 | mumphi.de | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:15 | mumphi.de | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 295.83 ms | Cache MISS
2025-10-28 09:37:15 | mumphi.de | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:15 | mumphi.de | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 123.61 ms | Cache MISS
2025-10-28 09:37:15 | mumphi.de | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:16 | gmxwnlajnl | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 176.53 ms | Cache MISS
2025-10-28 09:37:16 | gmxwnlajnl | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 290.58 ms | Cache MISS
2025-10-28 09:37:16 | gmxwnlajnl | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 125.99 ms | Cache MISS
2025-10-28 09:37:16 | djoncbjcmv | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 200.03 ms | Cache MISS
2025-10-28 09:37:16 | djoncbjcmv | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 293.87 ms | Cache MISS
2025-10-28 09:37:16 | djoncbjcmv | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.59 ms | Cache MISS
2025-10-28 09:37:17 | mptrmkwart | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 198.66 ms | Cache MISS
2025-10-28 09:37:17 | mptrmkwart | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 302.28 ms | Cache MISS
2025-10-28 09:37:17 | mptrmkwart | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 115.12 ms | Cache MISS
2025-10-28 09:37:18 | djoncbjcmv | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.79 ms | Cache MISS
2025-10-28 09:37:18 | djoncbjcmv | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 294.06 ms | Cache MISS
2025-10-28 09:37:18 | djoncbjcmv | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.09 ms | Cache MISS
2025-10-28 09:37:19 | gmxwnlajnl | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 176.50 ms | Cache MISS
2025-10-28 09:37:19 | gmxwnlajnl | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.37 ms | Cache MISS
2025-10-28 09:37:19 | gmxwnlajnl | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.57 ms | Cache MISS
2025-10-28 09:37:20 | mptrmkwart | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 178.24 ms | Cache MISS
2025-10-28 09:37:20 | mptrmkwart | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.37 ms | Cache MISS
2025-10-28 09:37:20 | mptrmkwart | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.96 ms | Cache MISS
2025-10-28 09:37:21 | brfone.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 191.08 ms | Cache MISS
2025-10-28 09:37:21 | brfone.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:21 | brfone.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 293.40 ms | Cache MISS
2025-10-28 09:37:21 | brfone.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:21 | brfone.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.10 ms | Cache MISS
2025-10-28 09:37:21 | brfone.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:22 | newpages2u.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 190.20 ms | Cache MISS
2025-10-28 09:37:22 | newpages2u.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:22 | newpages2u.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.17 ms | Cache MISS
2025-10-28 09:37:22 | newpages2u.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:22 | newpages2u.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.61 ms | Cache MISS
2025-10-28 09:37:22 | newpages2u.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:23 | bigjournalism.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 186.57 ms | Cache MISS
2025-10-28 09:37:23 | bigjournalism.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:23 | bigjournalism.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 300.35 ms | Cache MISS
2025-10-28 09:37:23 | bigjournalism.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:23 | bigjournalism.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.64 ms | Cache MISS
2025-10-28 09:37:23 | bigjournalism.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:24 | congsoxanh.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 190.81 ms | Cache MISS
2025-10-28 09:37:24 | congsoxanh.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:24 | congsoxanh.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 291.54 ms | Cache MISS
2025-10-28 09:37:24 | congsoxanh.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:24 | congsoxanh.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.19 ms | Cache MISS
2025-10-28 09:37:24 | congsoxanh.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:25 | visualtap.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 171.62 ms | Cache MISS
2025-10-28 09:37:25 | visualtap.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:25 | visualtap.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 294.49 ms | Cache MISS
2025-10-28 09:37:25 | visualtap.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:25 | visualtap.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 145.70 ms | Cache MISS
2025-10-28 09:37:25 | visualtap.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:26 | oberoncompany.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 181.16 ms | Cache MISS
2025-10-28 09:37:26 | oberoncompany.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:26 | oberoncompany.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 304.82 ms | Cache MISS
2025-10-28 09:37:26 | oberoncompany.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:26 | oberoncompany.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 126.16 ms | Cache MISS
2025-10-28 09:37:26 | oberoncompany.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:27 | consejodentistas.org | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 203.80 ms | Cache MISS
2025-10-28 09:37:27 | consejodentistas.org | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:27 | consejodentistas.org | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 294.56 ms | Cache MISS
2025-10-28 09:37:27 | consejodentistas.org | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:27 | consejodentistas.org | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 136.68 ms | Cache MISS
2025-10-28 09:37:27 | consejodentistas.org | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:27 | k-dsl.de | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 181.46 ms | Cache MISS
2025-10-28 09:37:27 | k-dsl.de | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:27 | k-dsl.de | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 294.59 ms | Cache MISS
2025-10-28 09:37:27 | k-dsl.de | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:27 | k-dsl.de | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 147.27 ms | Cache MISS
2025-10-28 09:37:27 | k-dsl.de | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:28 | asip.es | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 181.46 ms | Cache MISS
2025-10-28 09:37:28 | asip.es | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:28 | asip.es | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 296.88 ms | Cache MISS
2025-10-28 09:37:28 | asip.es | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:28 | asip.es | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.43 ms | Cache MISS
2025-10-28 09:37:28 | asip.es | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:29 | androgyn.org | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 201.60 ms | Cache MISS
2025-10-28 09:37:29 | androgyn.org | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:29 | androgyn.org | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 294.74 ms | Cache MISS
2025-10-28 09:37:29 | androgyn.org | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:29 | androgyn.org | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 125.37 ms | Cache MISS
2025-10-28 09:37:29 | androgyn.org | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:30 | panaceadream.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 193.09 ms | Cache MISS
2025-10-28 09:37:30 | panaceadream.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:30 | panaceadream.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 305.03 ms | Cache MISS
2025-10-28 09:37:30 | panaceadream.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:30 | panaceadream.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.35 ms | Cache MISS
2025-10-28 09:37:30 | panaceadream.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:31 | hotel.ch | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 191.91 ms | Cache MISS
2025-10-28 09:37:31 | hotel.ch | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:31 | hotel.ch | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 292.26 ms | Cache MISS
2025-10-28 09:37:31 | hotel.ch | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:31 | hotel.ch | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 126.29 ms | Cache MISS
2025-10-28 09:37:31 | hotel.ch | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:32 | c3budiman.tk | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 199.00 ms | Cache MISS
2025-10-28 09:37:32 | c3budiman.tk | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:32 | c3budiman.tk | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.45 ms | Cache MISS
2025-10-28 09:37:32 | c3budiman.tk | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:32 | c3budiman.tk | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.37 ms | Cache MISS
2025-10-28 09:37:32 | c3budiman.tk | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:33 | obtscan.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.35 ms | Cache MISS
2025-10-28 09:37:33 | obtscan.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:33 | obtscan.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.73 ms | Cache MISS
2025-10-28 09:37:33 | obtscan.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:33 | obtscan.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.25 ms | Cache MISS
2025-10-28 09:37:33 | obtscan.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
